TIME(MS),COMMAND,VALUE
 043150 ,2      ,0
 043150 ,3      ,1
 043150 ,4      ,0
 043150 ,5      ,1
 043150 ,6      ,1
 043150 ,7      ,0
 044750 ,6      ,0
 044750 ,7      ,1
 045550 ,1      ,0
 045550 ,2      ,1
 045550 ,3      ,0
 045550 ,4      ,1
 045550 ,5      ,0
 046350 ,1      ,1
 046350 ,2      ,0
 046350 ,3      ,1
 046350 ,4      ,0
 046350 ,5      ,1
 046350 ,7      ,0
 046350 ,8      ,1
 047200 ,1      ,0
 047200 ,3      ,0
 047200 ,5      ,0
 047200 ,7      ,1
 047200 ,8      ,0
 047250 ,5      ,1
 047300 ,3      ,1
 047350 ,1      ,1
 048800 ,1      ,0
 048800 ,2      ,1
 048800 ,3      ,0
 048800 ,4      ,1
 048800 ,5      ,0
 049600 ,6      ,1
 049600 ,7      ,0
 050400 ,1      ,1
 050400 ,2      ,0
 050400 ,3      ,1
 050400 ,4      ,0
 050400 ,5      ,1
 051200 ,6      ,0
 051750 ,1      ,0
 051750 ,3      ,0
 051750 ,5      ,0
 052000 ,6      ,1
 052000 ,7      ,1
 052000 ,8      ,1
 052100 ,6      ,0
 052100 ,7      ,0
 052100 ,8      ,0
 052200 ,5      ,1
 052200 ,6      ,1
 052200 ,7      ,1
 052200 ,8      ,1
 052300 ,6      ,0
 052300 ,7      ,0
 052300 ,8      ,0
 052400 ,3      ,1
 052400 ,5      ,0
 052600 ,1      ,1
 052600 ,3      ,0
 052600 ,6      ,1
 052600 ,7      ,1
 052600 ,8      ,1
 052700 ,6      ,0
 052700 ,7      ,0
 052700 ,8      ,0
 052800 ,1      ,0
 052800 ,2      ,1
 052800 ,6      ,1
 052800 ,7      ,1
 052800 ,8      ,1
 052900 ,6      ,0
 052900 ,7      ,0
 052900 ,8      ,0
 053000 ,2      ,0
 053000 ,4      ,1
 053200 ,3      ,1
 053200 ,4      ,0
 053250 ,7      ,1
 053350 ,7      ,0
 053450 ,1      ,1
 053450 ,3      ,0
 053650 ,1      ,0
 053650 ,3      ,1
 053650 ,6      ,1
 053650 ,7      ,1
 053650 ,8      ,1
 053700 ,2      ,1
 053700 ,4      ,1
 053750 ,1      ,1
 053750 ,2      ,0
 053750 ,4      ,0
 053750 ,5      ,1
 054450 ,6      ,0
 054450 ,7      ,0
 054650 ,7      ,1
 054650 ,8      ,0
 054850 ,6      ,1
 054850 ,7      ,0
 055050 ,6      ,0
 055050 ,7      ,1
 055250 ,1      ,0
 055250 ,2      ,1
 055250 ,3      ,0
 055250 ,4      ,1
 055250 ,5      ,0
 055250 ,6      ,1
 055250 ,7      ,0
 055450 ,6      ,0
 055450 ,7      ,1
 055650 ,7      ,0
 055650 ,8      ,1
 055850 ,7      ,1
 055850 ,8      ,0
 056050 ,1      ,1
 056050 ,2      ,0
 056050 ,3      ,1
 056050 ,4      ,0
 056050 ,5      ,1
 056050 ,6      ,1
 056050 ,7      ,0
 056250 ,6      ,0
 056250 ,7      ,1
 056500 ,7      ,0
 056500 ,8      ,1
 056700 ,7      ,1
 056700 ,8      ,0
 056900 ,6      ,1
 056900 ,7      ,0
 057050 ,6      ,0
 057050 ,7      ,1
 057250 ,7      ,0
 057250 ,8      ,1
 057500 ,7      ,1
 057500 ,8      ,0
 057700 ,6      ,1
 057700 ,7      ,0
 057900 ,6      ,0
 057900 ,7      ,1
 058100 ,7      ,0
 058100 ,8      ,1
 058350 ,7      ,1
 058350 ,8      ,0
 058450 ,1      ,0
 058450 ,2      ,1
 058450 ,3      ,0
 058450 ,4      ,1
 058450 ,5      ,0
 058700 ,7      ,0
 058750 ,8      ,1
 058950 ,7      ,1
 058950 ,8      ,0
 059050 ,7      ,0
 059100 ,7      ,1
 059250 ,1      ,1
 059250 ,2      ,0
 059250 ,3      ,1
 059250 ,4      ,0
 059250 ,5      ,1
 059300 ,6      ,1
 059300 ,7      ,0
 059500 ,6      ,0
 059500 ,7      ,1
 059700 ,7      ,0
 059700 ,8      ,1
 059900 ,7      ,1
 059900 ,8      ,0
 060050 ,7      ,0
 060100 ,1      ,0
 060100 ,3      ,0
 060100 ,5      ,0
 060100 ,7      ,1
 060150 ,5      ,1
 060200 ,3      ,1
 060250 ,1      ,1
 060250 ,7      ,0
 060300 ,7      ,1
 060450 ,6      ,1
 060450 ,7      ,0
 060700 ,6      ,0
 060700 ,7      ,1
 060900 ,7      ,0
 060900 ,8      ,1
 061100 ,6      ,1
 061100 ,8      ,0
 061300 ,6      ,0
 061300 ,7      ,1
 061500 ,7      ,0
 061500 ,8      ,1
 061650 ,8      ,0
 061700 ,1      ,0
 061700 ,2      ,1
 061700 ,3      ,0
 061700 ,4      ,1
 061700 ,5      ,0
 061700 ,8      ,1
 061950 ,7      ,1
 061950 ,8      ,0
 062100 ,7      ,0
 062150 ,7      ,1
 062300 ,7      ,0
 062350 ,6      ,1
 062500 ,6      ,0
 062550 ,6      ,1
 062750 ,6      ,0
 062750 ,8      ,1
 062900 ,7      ,1
 062900 ,8      ,0
 063100 ,6      ,1
 063100 ,7      ,0
 063300 ,1      ,1
 063300 ,2      ,0
 063300 ,3      ,1
 063300 ,4      ,0
 063300 ,5      ,1
 063300 ,6      ,0
 063300 ,8      ,1
 063500 ,7      ,1
 063500 ,8      ,0
 063650 ,7      ,0
 063700 ,7      ,1
 063900 ,6      ,1
 063900 ,7      ,0
 064050 ,6      ,0
 064100 ,6      ,1
 064300 ,6      ,0
 064300 ,7      ,1
 064550 ,7      ,0
 064550 ,8      ,1
 064650 ,1      ,0
 064650 ,3      ,0
 064650 ,5      ,0
 064700 ,8      ,0
 064750 ,8      ,1
 064900 ,7      ,1
 064900 ,8      ,0
 065100 ,5      ,1
 065100 ,7      ,0
 065100 ,8      ,1
 065300 ,3      ,1
 065300 ,5      ,0
 065300 ,6      ,1
 065300 ,8      ,0
 065500 ,1      ,1
 065500 ,3      ,0
 065500 ,6      ,0
 065500 ,7      ,1
 065700 ,1      ,0
 065700 ,2      ,1
 065700 ,6      ,1
 065700 ,7      ,0
 065900 ,2      ,0
 065900 ,4      ,1
 065900 ,6      ,0
 065900 ,8      ,1
 066100 ,3      ,1
 066100 ,4      ,0
 066100 ,7      ,1
 066100 ,8      ,0
 066350 ,1      ,1
 066350 ,3      ,0
 066350 ,6      ,1
 066350 ,7      ,0
 066550 ,1      ,0
 066550 ,3      ,1
 066550 ,6      ,0
 066600 ,2      ,1
 066600 ,4      ,1
 066650 ,1      ,1
 066650 ,2      ,0
 066650 ,4      ,0
 066650 ,5      ,1
 066700 ,7      ,1
 066900 ,6      ,1
 066900 ,7      ,0
 067100 ,6      ,0
 067100 ,7      ,1
 067350 ,7      ,0
 067350 ,8      ,1
 067550 ,7      ,1
 067550 ,8      ,0
 067750 ,6      ,1
 067750 ,7      ,0
 067900 ,6      ,0
 067900 ,7      ,1
 068100 ,7      ,0
 068100 ,8      ,1
 068150 ,1      ,0
 068150 ,2      ,1
 068150 ,3      ,0
 068150 ,4      ,1
 068150 ,5      ,0
 068350 ,7      ,1
 068350 ,8      ,0
 068550 ,6      ,1
 068550 ,7      ,0
 068750 ,6      ,0
 068750 ,7      ,1
 068950 ,1      ,1
 068950 ,2      ,0
 068950 ,3      ,1
 068950 ,4      ,0
 068950 ,5      ,1
 068950 ,7      ,0
 068950 ,8      ,1
 069200 ,7      ,1
 069200 ,8      ,0
 069550 ,7      ,0
 069600 ,8      ,1
 069800 ,7      ,1
 069800 ,8      ,0
 069900 ,7      ,0
 069950 ,7      ,1
 070150 ,6      ,1
 070150 ,7      ,0
 070350 ,6      ,0
 070350 ,7      ,1
 070550 ,7      ,0
 070550 ,8      ,1
 070750 ,7      ,1
 070750 ,8      ,0
 070900 ,7      ,0
 070950 ,7      ,1
 071100 ,7      ,0
 071150 ,7      ,1
 071300 ,6      ,1
 071300 ,7      ,0
 071350 ,1      ,0
 071350 ,2      ,1
 071350 ,3      ,0
 071350 ,4      ,1
 071350 ,5      ,0
 071550 ,6      ,0
 071550 ,7      ,1
 071750 ,7      ,0
 071750 ,8      ,1
 071950 ,6      ,1
 071950 ,8      ,0
 072150 ,1      ,1
 072150 ,2      ,0
 072150 ,3      ,1
 072150 ,4      ,0
 072150 ,5      ,1
 072150 ,6      ,0
 072150 ,7      ,1
 072350 ,7      ,0
 072350 ,8      ,1
 072500 ,8      ,0
 072550 ,8      ,1
 072800 ,7      ,1
 072800 ,8      ,0
 072950 ,7      ,0
 073000 ,1      ,0
 073000 ,3      ,0
 073000 ,5      ,0
 073000 ,7      ,1
 073050 ,5      ,1
 073100 ,3      ,1
 073150 ,1      ,1
 073150 ,7      ,0
 073200 ,6      ,1
 073350 ,6      ,0
 073400 ,6      ,1
 073600 ,6      ,0
 073600 ,8      ,1
 073750 ,7      ,1
 073750 ,8      ,0
 073950 ,6      ,1
 073950 ,7      ,0
 074150 ,6      ,0
 074150 ,8      ,1
 074350 ,7      ,1
 074350 ,8      ,0
 074500 ,7      ,0
 074550 ,7      ,1
 074600 ,1      ,0
 074600 ,2      ,1
 074600 ,3      ,0
 074600 ,4      ,1
 074600 ,5      ,0
 074750 ,6      ,1
 074750 ,7      ,0
 074900 ,6      ,0
 074950 ,6      ,1
 075150 ,6      ,0
 075150 ,7      ,1
 075400 ,7      ,0
 075400 ,8      ,1
 075500 ,6      ,1
 075500 ,8      ,0
 075650 ,6      ,0
 075650 ,7      ,1
 075850 ,7      ,0
 075850 ,8      ,1
 076050 ,7      ,1
 076050 ,8      ,0
 076200 ,1      ,1
 076200 ,2      ,0
 076200 ,3      ,1
 076200 ,4      ,0
 076200 ,5      ,1
 076250 ,6      ,1
 076250 ,7      ,0
 076450 ,6      ,0
 076450 ,8      ,1
 076600 ,7      ,1
 076600 ,8      ,0
 076800 ,6      ,1
 076800 ,7      ,0
 077000 ,1      ,0
 077000 ,3      ,0
 077000 ,5      ,0
 077000 ,6      ,0
 077000 ,7      ,1
 077200 ,7      ,0
 077200 ,8      ,1
 077400 ,6      ,1
 077400 ,8      ,0
 077600 ,6      ,0
 077600 ,7      ,1
 077800 ,3      ,1
 077800 ,7      ,0
 077800 ,8      ,1
 078000 ,5      ,1
 078000 ,7      ,1
 078000 ,8      ,0
 078200 ,4      ,1
 078200 ,6      ,1
 078200 ,7      ,0
 078400 ,2      ,1
 078400 ,6      ,0
 078400 ,7      ,1
 078600 ,1      ,1
 078600 ,7      ,0
 078600 ,8      ,1
 079050 ,8      ,0
 079350 ,5      ,0
 079400 ,4      ,0
 079400 ,6      ,1
 079400 ,7      ,1
 079400 ,8      ,1
 079450 ,3      ,0
 079450 ,5      ,1
 079500 ,2      ,0
 079500 ,4      ,1
 079550 ,1      ,0
 079550 ,3      ,1
 079550 ,6      ,0
 079550 ,7      ,0
 079550 ,8      ,0
 079600 ,2      ,1
 079650 ,1      ,1
 079650 ,6      ,1
 079650 ,7      ,1
 079650 ,8      ,1
 079750 ,6      ,0
 079750 ,7      ,0
 079750 ,8      ,0
 079850 ,6      ,1
 079850 ,7      ,1
 079850 ,8      ,1
 079950 ,6      ,0
 079950 ,7      ,0
 079950 ,8      ,0
 080050 ,5      ,0
 080050 ,6      ,1
 080050 ,7      ,1
 080050 ,8      ,1
 080100 ,4      ,0
 080150 ,3      ,0
 080150 ,5      ,1
 080150 ,6      ,0
 080150 ,7      ,0
 080150 ,8      ,0
 080200 ,2      ,0
 080200 ,4      ,1
 080250 ,1      ,0
 080250 ,3      ,1
 080250 ,6      ,1
 080250 ,7      ,1
 080250 ,8      ,1
 080300 ,2      ,1
 080350 ,1      ,1
 080350 ,6      ,0
 080350 ,7      ,0
 080350 ,8      ,0
 080650 ,5      ,0
 080650 ,6      ,1
 080650 ,7      ,1
 080650 ,8      ,1
 080700 ,4      ,0
 080750 ,3      ,0
 080750 ,5      ,1
 080800 ,2      ,0
 080800 ,4      ,1
 080800 ,6      ,0
 080800 ,7      ,0
 080800 ,8      ,0
 080850 ,1      ,0
 080850 ,3      ,1
 080900 ,2      ,1
 080950 ,1      ,1
 081050 ,2      ,0
 081050 ,4      ,0
 081050 ,5      ,0
 081050 ,6      ,1
 081050 ,7      ,1
 081400 ,1      ,0
 081400 ,2      ,1
 081400 ,3      ,0
 081400 ,4      ,1
 081850 ,2      ,0
 081850 ,3      ,1
 081850 ,4      ,0
 081850 ,5      ,1
 081850 ,6      ,0
 082650 ,1      ,1
 082650 ,5      ,0
 082650 ,7      ,0
 082650 ,8      ,1
 082850 ,1      ,0
 082850 ,2      ,1
 082850 ,3      ,0
 082850 ,4      ,1
 083450 ,2      ,0
 083450 ,3      ,1
 083450 ,4      ,0
 083450 ,5      ,1
 083450 ,7      ,1
 083450 ,8      ,0
 084250 ,1      ,1
 084250 ,5      ,0
 084300 ,6      ,1
 084300 ,7      ,0
 084700 ,1      ,0
 084700 ,2      ,1
 084700 ,3      ,0
 084700 ,4      ,1
 084700 ,5      ,1
 084900 ,6      ,0
 084900 ,8      ,1
 085050 ,1      ,1
 085050 ,2      ,0
 085050 ,3      ,1
 085050 ,4      ,0
 085050 ,5      ,0
 085050 ,7      ,1
 085050 ,8      ,0
 085450 ,1      ,0
 085450 ,2      ,1
 085450 ,3      ,0
 085450 ,4      ,1
 085450 ,5      ,1
 085900 ,2      ,0
 085900 ,4      ,0
 085900 ,5      ,0
 085900 ,7      ,0
 085900 ,8      ,1
 086300 ,6      ,1
 086700 ,5      ,1
 087050 ,4      ,1
 087200 ,5      ,0
 087500 ,3      ,1
 087500 ,6      ,0
 087500 ,7      ,1
 087500 ,8      ,0
 087650 ,4      ,0
 087850 ,2      ,1
 087850 ,3      ,0
 088200 ,2      ,0
 088300 ,2      ,1
 088300 ,6      ,1
 088300 ,7      ,0
 088300 ,8      ,1
 088700 ,6      ,0
 088800 ,2      ,0
 089100 ,6      ,1
 089100 ,7      ,1
 089100 ,8      ,0
 089500 ,7      ,0
 089700 ,6      ,0
 089700 ,8      ,1
 089950 ,4      ,1
 089950 ,7      ,1
 089950 ,8      ,0
 090250 ,3      ,1
 090400 ,4      ,0
 090700 ,2      ,1
 090700 ,8      ,1
 090850 ,3      ,0
 090900 ,1      ,1
 091050 ,2      ,0
 091300 ,7      ,0
 091450 ,1      ,0
 091550 ,1      ,1
 091550 ,6      ,1
 091550 ,7      ,1
 091550 ,8      ,0
 092250 ,1      ,0
 092250 ,6      ,0
 092250 ,7      ,0
 092350 ,1      ,1
 092350 ,6      ,1
 092350 ,7      ,1
 092350 ,8      ,1
 092450 ,2      ,1
 092450 ,6      ,0
 092450 ,7      ,0
 092450 ,8      ,0
 092550 ,3      ,1
 092550 ,6      ,1
 092550 ,7      ,1
 092550 ,8      ,1
 092650 ,1      ,0
 092650 ,4      ,1
 092650 ,6      ,0
 092650 ,7      ,0
 092650 ,8      ,0
 092750 ,2      ,0
 092850 ,3      ,0
 092950 ,4      ,0
 092950 ,6      ,1
 092950 ,7      ,1
 092950 ,8      ,1
 093050 ,6      ,0
 093050 ,7      ,0
 093050 ,8      ,0
 093150 ,2      ,1
 093150 ,6      ,1
 093150 ,7      ,1
 093150 ,8      ,1
 093250 ,3      ,1
 093250 ,6      ,0
 093250 ,7      ,0
 093250 ,8      ,0
 093350 ,4      ,1
 093350 ,6      ,1
 093350 ,7      ,1
 093350 ,8      ,1
 093450 ,2      ,0
 093450 ,5      ,1
 093450 ,6      ,0
 093450 ,7      ,0
 093450 ,8      ,0
 093550 ,3      ,0
 093550 ,6      ,1
 093550 ,7      ,1
 093550 ,8      ,1
 093650 ,4      ,0
 093750 ,5      ,0
 093750 ,6      ,0
 093750 ,7      ,0
 093750 ,8      ,0
 093950 ,1      ,1
 093950 ,3      ,1
 093950 ,6      ,1
 093950 ,7      ,1
 094300 ,1      ,0
 094300 ,2      ,1
 094300 ,3      ,0
 094300 ,4      ,1
 094600 ,2      ,0
 094600 ,3      ,1
 094600 ,4      ,0
 094600 ,5      ,1
 094750 ,6      ,0
 095550 ,1      ,1
 095550 ,5      ,0
 095550 ,7      ,0
 095550 ,8      ,1
 095850 ,1      ,0
 095850 ,2      ,1
 095850 ,3      ,0
 095850 ,4      ,1
 096350 ,7      ,1
 096350 ,8      ,0
 096650 ,2      ,0
 096650 ,3      ,1
 096650 ,4      ,0
 096650 ,5      ,1
 097150 ,1      ,1
 097150 ,5      ,0
 097200 ,6      ,1
 097200 ,7      ,0
 097600 ,1      ,0
 097600 ,2      ,1
 097600 ,3      ,0
 097600 ,4      ,1
 097600 ,5      ,1
 097800 ,6      ,0
 097800 ,8      ,1
 097950 ,1      ,1
 097950 ,2      ,0
 097950 ,3      ,1
 097950 ,4      ,0
 097950 ,5      ,0
 097950 ,7      ,1
 097950 ,8      ,0
 098350 ,1      ,0
 098350 ,2      ,1
 098350 ,3      ,0
 098350 ,4      ,1
 098350 ,5      ,1
 098800 ,2      ,0
 098800 ,4      ,0
 098800 ,5      ,0
 098800 ,7      ,0
 098800 ,8      ,1
 099200 ,6      ,1
 099600 ,5      ,1
 099800 ,4      ,1
 100100 ,5      ,0
 100300 ,3      ,1
 100400 ,4      ,0
 100400 ,6      ,0
 100400 ,7      ,1
 100400 ,8      ,0
 100450 ,2      ,1
 100450 ,3      ,0
 101000 ,2      ,0
 101100 ,2      ,1
 101200 ,6      ,1
 101200 ,7      ,0
 101200 ,8      ,1
 101600 ,6      ,0
 101700 ,2      ,0
 102000 ,6      ,1
 102000 ,7      ,1
 102000 ,8      ,0
 102400 ,7      ,0
 102600 ,6      ,0
 102600 ,8      ,1
 102850 ,4      ,1
 102850 ,7      ,1
 102850 ,8      ,0
 103150 ,3      ,1
 103300 ,4      ,0
 103600 ,2      ,1
 103600 ,8      ,1
 103750 ,3      ,0
 103800 ,1      ,1
 103950 ,2      ,0
 104200 ,7      ,0
 104350 ,1      ,0
 104450 ,1      ,1
 104450 ,6      ,1
 104450 ,7      ,1
 104450 ,8      ,0
 104650 ,1      ,0
 104750 ,1      ,1
 104950 ,1      ,0
 105050 ,1      ,1
