TIME(MS),COMMAND,VALUE
 157000 ,1      ,1
 157250 ,3      ,1
 157500 ,5      ,1
 157500 ,6      ,1
 157650 ,6      ,0
 157850 ,8      ,1
 158000 ,8      ,0
 158200 ,6      ,1
 158400 ,6      ,0
 158600 ,8      ,1
 158750 ,3      ,0
 158750 ,8      ,0
 158950 ,5      ,0
 159150 ,2      ,0
 159350 ,4      ,0
 159400 ,1      ,0
 159400 ,6      ,1
 159650 ,7      ,1
 159900 ,6      ,0
 160150 ,7      ,0
 160400 ,5      ,1
 162350 ,4      ,1
 164300 ,3      ,1
 165350 ,2      ,1
 166250 ,1      ,1
 167750 ,1      ,0
 167800 ,2      ,0
 167850 ,3      ,0
 167900 ,4      ,0
 167950 ,5      ,0
 168100 ,5      ,1
 168150 ,4      ,1
 168200 ,3      ,1
 168250 ,2      ,1
 168300 ,1      ,1
 168350 ,7      ,1
 168400 ,6      ,1
 168450 ,8      ,1
 168950 ,1      ,0
 168950 ,2      ,0
 168950 ,3      ,0
 168950 ,4      ,0
 168950 ,5      ,0
 168950 ,6      ,0
 168950 ,7      ,0
 168950 ,8      ,0
 169100 ,5      ,1
 169150 ,4      ,1
 169200 ,3      ,1
 169250 ,2      ,1
 169300 ,1      ,1
 169350 ,6      ,1
 169400 ,8      ,1
 169450 ,7      ,1
 169700 ,1      ,0
 169700 ,2      ,0
 169700 ,3      ,0
 169700 ,4      ,0
 169700 ,5      ,0
 169700 ,6      ,0
 169700 ,7      ,0
 169700 ,8      ,0
 170100 ,5      ,1
 170150 ,4      ,1
 170200 ,3      ,1
 170250 ,2      ,1
 170300 ,1      ,1
 170350 ,8      ,1
 170400 ,6      ,1
 170450 ,7      ,1
 170800 ,1      ,0
 170800 ,2      ,0
 170800 ,3      ,0
 170800 ,4      ,0
 170800 ,5      ,0
 170800 ,6      ,0
 170800 ,7      ,0
 170800 ,8      ,0
 171150 ,5      ,1
 171200 ,4      ,1
 171250 ,3      ,1
 171300 ,2      ,1
 171350 ,1      ,1
 171400 ,6      ,1
 171450 ,7      ,1
 171500 ,8      ,1
 171800 ,1      ,0
 171800 ,2      ,0
 171800 ,3      ,0
 171800 ,4      ,0
 171800 ,5      ,0
 171800 ,6      ,0
 171800 ,7      ,0
 171800 ,8      ,0
 172050 ,5      ,1
 172100 ,4      ,1
 172150 ,3      ,1
 172200 ,2      ,1
 172250 ,1      ,1
 172300 ,8      ,1
 172350 ,7      ,1
 172400 ,6      ,1
 172700 ,1      ,0
 172700 ,2      ,0
 172700 ,3      ,0
 172700 ,4      ,0
 172700 ,5      ,0
 172700 ,6      ,0
 172700 ,7      ,0
 172700 ,8      ,0
 173000 ,5      ,1
 173050 ,4      ,1
 173100 ,3      ,1
 173150 ,2      ,1
 173200 ,1      ,1
 173250 ,8      ,1
 173300 ,6      ,1
 173350 ,7      ,1
 173600 ,1      ,0
 173600 ,2      ,0
 173600 ,3      ,0
 173600 ,4      ,0
 173600 ,5      ,0
 173600 ,6      ,0
 173600 ,7      ,0
 173600 ,8      ,0
 173900 ,5      ,1
 173950 ,4      ,1
 174000 ,3      ,1
 174050 ,2      ,1
 174100 ,1      ,1
 174150 ,7      ,1
 174200 ,8      ,1
 174250 ,6      ,1
 174700 ,1      ,0
 174700 ,2      ,0
 174700 ,3      ,0
 174700 ,4      ,0
 174700 ,5      ,0
 174700 ,6      ,0
 174700 ,7      ,0
 174700 ,8      ,0
 175000 ,5      ,1
 175050 ,4      ,1
 175100 ,3      ,1
 175150 ,2      ,1
 175200 ,1      ,1
 175250 ,8      ,1
 175300 ,7      ,1
 175350 ,6      ,1
 175700 ,1      ,0
 175700 ,2      ,0
 175700 ,3      ,0
 175700 ,4      ,0
 175700 ,5      ,0
 175700 ,6      ,0
 175700 ,7      ,0
 175700 ,8      ,0
 175850 ,1      ,1
 175950 ,1      ,0
 175950 ,2      ,1
 176050 ,2      ,0
 176050 ,3      ,1
 176150 ,3      ,0
 176150 ,4      ,1
 176250 ,4      ,0
 176250 ,5      ,1
 176350 ,4      ,1
 176350 ,5      ,0
 176450 ,3      ,1
 176450 ,4      ,0
 176550 ,2      ,1
 176550 ,3      ,0
 176650 ,1      ,1
 176650 ,2      ,0
 176750 ,1      ,0
 176750 ,6      ,1
 176850 ,1      ,1
 176950 ,1      ,0
 176950 ,2      ,1
 177050 ,2      ,0
 177050 ,3      ,1
 177150 ,3      ,0
 177150 ,4      ,1
 177250 ,4      ,0
 177250 ,5      ,1
 177350 ,4      ,1
 177350 ,5      ,0
 177450 ,3      ,1
 177450 ,4      ,0
 177550 ,2      ,1
 177550 ,3      ,0
 177650 ,1      ,1
 177650 ,2      ,0
 177750 ,1      ,0
 177750 ,7      ,1
 177850 ,1      ,1
 177950 ,1      ,0
 177950 ,2      ,1
 178050 ,2      ,0
 178050 ,3      ,1
 178150 ,3      ,0
 178150 ,4      ,1
 178250 ,4      ,0
 178250 ,5      ,1
 178350 ,4      ,1
 178350 ,5      ,0
 178450 ,3      ,1
 178450 ,4      ,0
 178550 ,2      ,1
 178550 ,3      ,0
 178650 ,1      ,1
 178650 ,2      ,0
 178750 ,1      ,0
 178750 ,2      ,1
 178850 ,2      ,0
 178850 ,3      ,1
 178950 ,3      ,0
 178950 ,4      ,1
 179050 ,4      ,0
 179050 ,8      ,1
 179900 ,8      ,0
 180200 ,3      ,1
 180300 ,2      ,1
 180300 ,3      ,0
 180300 ,4      ,1
 180400 ,2      ,0
 180400 ,4      ,0
 180500 ,1      ,1
 180500 ,5      ,1
 180600 ,1      ,0
 180600 ,3      ,1
 180600 ,5      ,0
 180700 ,2      ,1
 180700 ,3      ,0
 180700 ,4      ,1
 180800 ,2      ,0
 180800 ,4      ,0
 180900 ,1      ,1
 180900 ,5      ,1
 181000 ,1      ,0
 181000 ,3      ,1
 181000 ,5      ,0
 181100 ,2      ,1
 181100 ,3      ,0
 181100 ,4      ,1
 181200 ,1      ,1
 181200 ,2      ,0
 181200 ,4      ,0
 181300 ,5      ,1
 181400 ,1      ,0
 181400 ,3      ,1
 181400 ,5      ,0
 181500 ,2      ,1
 181500 ,3      ,0
 181500 ,4      ,1
 181600 ,2      ,0
 181600 ,4      ,0
 181700 ,1      ,1
 181700 ,5      ,1
 181800 ,1      ,0
 181800 ,3      ,1
 181800 ,5      ,0
 181900 ,2      ,1
 181900 ,3      ,0
 181900 ,4      ,1
 182000 ,2      ,0
 182000 ,4      ,0
 182100 ,1      ,1
 182100 ,5      ,1
 182200 ,1      ,0
 182200 ,3      ,1
 182200 ,5      ,0
 182300 ,2      ,1
 182300 ,3      ,0
 182300 ,4      ,1
 182400 ,2      ,0
 182400 ,4      ,0
 182500 ,1      ,1
 182500 ,5      ,1
 182600 ,1      ,0
 182600 ,3      ,1
 182600 ,5      ,0
 182700 ,2      ,1
 182700 ,3      ,0
 182700 ,4      ,1
 182800 ,2      ,0
 182800 ,4      ,0
 182900 ,1      ,1
 182900 ,5      ,1
 183000 ,1      ,0
 183000 ,3      ,1
 183000 ,5      ,0
 183100 ,2      ,1
 183100 ,3      ,0
 183100 ,4      ,1
 183200 ,2      ,0
 183200 ,4      ,0
 183300 ,1      ,1
 183300 ,5      ,1
 183400 ,1      ,0
 183400 ,5      ,0
 184500 ,1      ,1
 184500 ,2      ,1
 184500 ,3      ,1
 184500 ,4      ,1
 184500 ,5      ,1
 184800 ,1      ,0
 184800 ,2      ,0
 184800 ,3      ,0
 184800 ,4      ,0
 184800 ,5      ,0
 185500 ,1      ,1
 185500 ,2      ,1
 185500 ,3      ,1
 185500 ,4      ,1
 185500 ,5      ,1
 185500 ,7      ,0
 185800 ,1      ,0
 185800 ,2      ,0
 185800 ,3      ,0
 185800 ,4      ,0
 185800 ,5      ,0
 186400 ,1      ,1
 186400 ,2      ,1
 186400 ,3      ,1
 186400 ,4      ,1
 186400 ,5      ,1
 186400 ,6      ,0
 186400 ,8      ,1
 186700 ,1      ,0
 186700 ,2      ,0
 186700 ,3      ,0
 186700 ,4      ,0
 186700 ,5      ,0
 187450 ,6      ,1
 187450 ,7      ,1
 187500 ,1      ,1
 187500 ,2      ,1
 187500 ,5      ,1
 187600 ,1      ,0
 187600 ,3      ,1
 187700 ,4      ,1
 187700 ,5      ,0
 187800 ,1      ,1
 187800 ,3      ,0
 187900 ,2      ,0
 187900 ,5      ,1
 188000 ,3      ,1
 188000 ,4      ,0
 188100 ,1      ,0
 188100 ,2      ,1
 188200 ,3      ,0
 188200 ,4      ,1
 188400 ,2      ,0
 188400 ,3      ,1
 188500 ,1      ,1
 188500 ,4      ,0
 188600 ,2      ,1
 188600 ,5      ,0
 188700 ,3      ,0
 188700 ,4      ,1
 188800 ,2      ,0
 188800 ,5      ,1
 188900 ,1      ,0
 188900 ,3      ,1
 189000 ,2      ,1
 189000 ,4      ,0
 189100 ,1      ,1
 189100 ,5      ,0
 189200 ,3      ,0
 189200 ,4      ,1
 189300 ,1      ,0
 189300 ,5      ,1
 189400 ,2      ,0
 189400 ,3      ,1
 189500 ,1      ,1
 189500 ,4      ,0
 189600 ,2      ,1
 189600 ,5      ,0
 189700 ,3      ,0
 189700 ,4      ,1
 189800 ,1      ,0
 189800 ,5      ,1
 189900 ,2      ,0
 189900 ,3      ,1
 190000 ,1      ,1
 190000 ,4      ,0
 190100 ,2      ,1
 190100 ,3      ,0
 190200 ,4      ,1
 190200 ,5      ,0
 190300 ,1      ,0
 190300 ,3      ,1
 190400 ,2      ,0
 190400 ,5      ,1
 190500 ,1      ,1
 190500 ,4      ,0
 190600 ,2      ,1
 190600 ,3      ,0
 190700 ,4      ,1
 190700 ,5      ,0
 190800 ,1      ,0
 190800 ,3      ,1
 190900 ,2      ,0
 190900 ,5      ,1
 191000 ,1      ,1
 191000 ,4      ,0
 191100 ,2      ,1
 191100 ,3      ,0
 191200 ,3      ,1
 191300 ,4      ,1
 191500 ,3      ,0
 191550 ,2      ,0
 191550 ,4      ,0
 191600 ,1      ,0
 191600 ,5      ,0
 191900 ,7      ,0
 192500 ,6      ,0
 193000 ,8      ,0
 203450 ,1      ,0
 203450 ,2      ,0
 203450 ,3      ,0
 203450 ,4      ,0
 203450 ,5      ,0
 203450 ,6      ,0
 203450 ,7      ,0
 203450 ,8      ,0
 203480 ,END     ,1
